"n","kappa0","type1_error","type2_error"
1000,0.85,0,0
1100,0.85,0,0
1200,0.85,0,0
1300,0.85,0,0
1400,0.85,0,0
1500,0.85,0,0
1600,0.85,0,0
1700,0.85,0,0
1800,0.85,0,0
1900,0.85,0,0
2000,0.85,0,0
2100,0.85,0,0
2200,0.85,0,0
2300,0.85,0,0
2400,0.85,0,0
2500,0.85,0,0
2600,0.85,0,0
2700,0.85,0,0
2800,0.85,0,0
2900,0.85,0,0
3000,0.85,0,0
500,0.86,1,0
600,0.86,1,0
700,0.86,0.505,0
800,0.86,0,0
900,0.86,0,0
1000,0.86,0,0
1100,0.86,0,0
1200,0.86,0,0
1300,0.86,0,0
1400,0.86,0,0
1500,0.86,0,0
1600,0.86,0,0
1700,0.86,0,0
1800,0.86,0,0
1900,0.86,0,0
2000,0.86,0,0
2100,0.86,0,0
2200,0.86,0,0
2300,0.86,0,0
2400,0.86,0,0
2500,0.86,0,0
2600,0.86,0,0
2700,0.86,0,0
2800,0.86,0,0
2900,0.86,0,0
3000,0.86,0,0
500,0.87,1,0
600,0.87,1,0
700,0.87,0.309,0
800,0.87,0,0
900,0.87,0,0
1000,0.87,0,0
1100,0.87,0,0
1200,0.87,0,0
1300,0.87,0,0
1400,0.87,0,0
1500,0.87,0,0
1600,0.87,0,0
1700,0.87,0,0
1800,0.87,0,0
1900,0.87,0,0
2000,0.87,0,0
2100,0.87,0,0
2200,0.87,0,0
2300,0.87,0,0
2400,0.87,0,0
2500,0.87,0,0
2600,0.87,0,0
2700,0.87,0,0
2800,0.87,0,0
2900,0.87,0,0
3000,0.87,0,0
500,0.88,1,0
600,0.88,1,0
700,0.88,0.134,0
800,0.88,0,0
900,0.88,0,0
1000,0.88,0,0
1100,0.88,0,0
1200,0.88,0,0
1300,0.88,0,0
1400,0.88,0,0
1500,0.88,0,0
1600,0.88,0,0
1700,0.88,0,0
1800,0.88,0,0
1900,0.88,0,0
2000,0.88,0,0
2100,0.88,0,0
2200,0.88,0,0
2300,0.88,0,0
2400,0.88,0,0
2500,0.88,0,0
2600,0.88,0,0
2700,0.88,0,0
2800,0.88,0,0
2900,0.88,0,0
3000,0.88,0,0
500,0.89,1,0
600,0.89,1,0
700,0.89,0.045,0
800,0.89,0,0
900,0.89,0,0
1000,0.89,0,0
1100,0.89,0,0
1200,0.89,0,0
1300,0.89,0,0
1400,0.89,0,0
1500,0.89,0,0
1600,0.89,0,0
1700,0.89,0,0
1800,0.89,0,0
1900,0.89,0,0
2000,0.89,0,0
2100,0.89,0,0
2200,0.89,0,0
2300,0.89,0,0
2400,0.89,0,0
2500,0.89,0,0
2600,0.89,0,0
2700,0.89,0,0
2800,0.89,0,0
2900,0.89,0,0
3000,0.89,0,0
500,0.9,1,0
600,0.9,0.999,0
700,0.9,0.016,0
800,0.9,0,0
900,0.9,0,0
1000,0.9,0,0
1100,0.9,0,0
1200,0.9,0,0
1300,0.9,0,0
1400,0.9,0,0
1500,0.9,0,0
1600,0.9,0,0
1700,0.9,0,0
1800,0.9,0,0
1900,0.9,0,0
2000,0.9,0,0
2100,0.9,0,0
2200,0.9,0,0
2300,0.9,0,0
2400,0.9,0,0
2500,0.9,0,0
2600,0.9,0,0
2700,0.9,0,0
2800,0.9,0,0
2900,0.9,0,0
3000,0.9,0,0
500,0.91,1,0
600,0.91,0.993,0
700,0.91,0.002,0
800,0.91,0,0
900,0.91,0,0
1000,0.91,0,0
1100,0.91,0,0
1200,0.91,0,0
1300,0.91,0,0
1400,0.91,0,0
1500,0.91,0,0
1600,0.91,0,0
1700,0.91,0,0
1800,0.91,0,0
1900,0.91,0,0
2000,0.91,0,0
2100,0.91,0,0
2200,0.91,0,0
2300,0.91,0,0
2400,0.91,0,0
2500,0.91,0,0
2600,0.91,0,0
2700,0.91,0,0
2800,0.91,0,0
2900,0.91,0,0
3000,0.91,0,0
500,0.92,1,0
600,0.92,0.989,0
700,0.92,0,0
800,0.92,0,0
900,0.92,0,0
1000,0.92,0,0
1100,0.92,0,0
1200,0.92,0,0
1300,0.92,0,0
1400,0.92,0,0
1500,0.92,0,0
1600,0.92,0,0
1700,0.92,0,0
1800,0.92,0,0
1900,0.92,0,0
2000,0.92,0,0
2100,0.92,0,0
2200,0.92,0,0
2300,0.92,0,0
2400,0.92,0,0
2500,0.92,0,0
2600,0.92,0,0
2700,0.92,0,0
2800,0.92,0,0
2900,0.92,0,0
3000,0.92,0,0
500,0.93,1,0
600,0.93,0.953,0
700,0.93,0,0
800,0.93,0,0
900,0.93,0,0
1000,0.93,0,0
1100,0.93,0,0
1200,0.93,0,0
1300,0.93,0,0
1400,0.93,0,0
1500,0.93,0,0
1600,0.93,0,0
1700,0.93,0,0
1800,0.93,0,0
1900,0.93,0,0
2000,0.93,0,0
2100,0.93,0,0
2200,0.93,0,0
2300,0.93,0,0
2400,0.93,0,0
2500,0.93,0,0
2600,0.93,0,0
2700,0.93,0,0
2800,0.93,0,0
2900,0.93,0,0
3000,0.93,0,0
500,0.94,1,0
600,0.94,0.889,0
700,0.94,0,0
800,0.94,0,0
900,0.94,0,0
1000,0.94,0,0
1100,0.94,0,0
1200,0.94,0,0
1300,0.94,0,0
1400,0.94,0,0
1500,0.94,0,0
1600,0.94,0,0
1700,0.94,0,0
1800,0.94,0,0
1900,0.94,0,0
2000,0.94,0,0
2100,0.94,0,0
2200,0.94,0,0
2300,0.94,0,0
2400,0.94,0,0
2500,0.94,0,0
2600,0.94,0,0
2700,0.94,0,0
2800,0.94,0,0
2900,0.94,0,0
3000,0.94,0,0
500,0.95,1,0
600,0.95,0.797,0
700,0.95,0,0
800,0.95,0,0
900,0.95,0,0
1000,0.95,0,0
1100,0.95,0,0
1200,0.95,0,0
1300,0.95,0,0
1400,0.95,0,0
1500,0.95,0,0
1600,0.95,0,0
1700,0.95,0,0
1800,0.95,0,0
1900,0.95,0,0
2000,0.95,0,0
2100,0.95,0,0
2200,0.95,0,0
2300,0.95,0,0
2400,0.95,0,0
2500,0.95,0,0
2600,0.95,0,0
2700,0.95,0,0
2800,0.95,0,0
2900,0.95,0,0
3000,0.95,0,0
500,0.96,1,0
600,0.96,0.638,0
700,0.96,0,0
800,0.96,0,0
900,0.96,0,0
1000,0.96,0,0
1100,0.96,0,0
1200,0.96,0,0
1300,0.96,0,0
1400,0.96,0,0
1500,0.96,0,0
1600,0.96,0,0
1700,0.96,0,0
1800,0.96,0,0
1900,0.96,0,0
2000,0.96,0,0
2100,0.96,0,0
2200,0.96,0,0
2300,0.96,0,0
2400,0.96,0,0
2500,0.96,0,0
2600,0.96,0,0
2700,0.96,0,0
2800,0.96,0,0
2900,0.96,0,0
3000,0.96,0,0
500,0.97,1,0
600,0.97,0.435,0
700,0.97,0,0
800,0.97,0,0
900,0.97,0,0
1000,0.97,0,0
1100,0.97,0,0
1200,0.97,0,0
1300,0.97,0,0
1400,0.97,0,0
1500,0.97,0,0
1600,0.97,0,0
1700,0.97,0,0
1800,0.97,0,0
1900,0.97,0,0
2000,0.97,0,0
2100,0.97,0,0
2200,0.97,0,0
2300,0.97,0,0
2400,0.97,0,0
2500,0.97,0,0
2600,0.97,0,0
2700,0.97,0,0
2800,0.97,0,0
2900,0.97,0,0
3000,0.97,0,0
500,0.98,1,0
600,0.98,0.257,0
700,0.98,0,0
800,0.98,0,0
900,0.98,0,0
1000,0.98,0,0
1100,0.98,0,0
1200,0.98,0,0
1300,0.98,0,0
1400,0.98,0,0
1500,0.98,0,0
1600,0.98,0,0
1700,0.98,0,0
1800,0.98,0,0
1900,0.98,0,0
2000,0.98,0,0
2100,0.98,0,0
2200,0.98,0,0
2300,0.98,0,0
2400,0.98,0,0
2500,0.98,0,0
2600,0.98,0,0
2700,0.98,0,0
2800,0.98,0,0
2900,0.98,0,0
3000,0.98,0,0
500,0.99,1,0
600,0.99,0.125,0
700,0.99,0,0
800,0.99,0,0
900,0.99,0,0
1000,0.99,0,0
1100,0.99,0,0
1200,0.99,0,0
1300,0.99,0,0
1400,0.99,0,0
1500,0.99,0,0
1600,0.99,0,0
1700,0.99,0,0
1800,0.99,0,0
1900,0.99,0,0
2000,0.99,0,0
2100,0.99,0,0
2200,0.99,0,0
2300,0.99,0,0
2400,0.99,0,0
2500,0.99,0,0
2600,0.99,0,0
2700,0.99,0,0
2800,0.99,0,0
2900,0.99,0,0
3000,0.99,0,0
500,1,1,0
600,1,0.045,0
700,1,0,0
800,1,0,0
900,1,0,0
1000,1,0,0
1100,1,0,0
1200,1,0,0
1300,1,0,0
1400,1,0,0
1500,1,0,0
1600,1,0,0
1700,1,0,0
1800,1,0,0
1900,1,0,0
2000,1,0,0
2100,1,0,0
2200,1,0,0
2300,1,0,0
2400,1,0,0
2500,1,0,0
2600,1,0,0
2700,1,0,0
2800,1,0,0
2900,1,0,0
3000,1,0,0
500,1.01,1,0
600,1.01,0.013,0
700,1.01,0,0
800,1.01,0,0
900,1.01,0,0
1000,1.01,0,0
1100,1.01,0,0
1200,1.01,0,0
1300,1.01,0,0
1400,1.01,0,0
1500,1.01,0,0
1600,1.01,0,0
1700,1.01,0,0
1800,1.01,0,0
1900,1.01,0,0
2000,1.01,0,0
2100,1.01,0,0
2200,1.01,0,0
2300,1.01,0,0
2400,1.01,0,0
2500,1.01,0,0
2600,1.01,0,0
2700,1.01,0,0
2800,1.01,0,0
2900,1.01,0,0
3000,1.01,0,0
500,1.02,1,0
600,1.02,0.003,0
700,1.02,0,0
800,1.02,0,0
900,1.02,0,0
1000,1.02,0,0
1100,1.02,0,0
1200,1.02,0,0
1300,1.02,0,0
1400,1.02,0,0
1500,1.02,0,0
1600,1.02,0,0
1700,1.02,0,0
1800,1.02,0,0
1900,1.02,0,0
2000,1.02,0,0
2100,1.02,0,0
2200,1.02,0,0
2300,1.02,0,0
2400,1.02,0,0
2500,1.02,0,0
2600,1.02,0,0
2700,1.02,0,0
2800,1.02,0,0
2900,1.02,0,0
3000,1.02,0,0
500,1.03,0.999,0
600,1.03,0,0
700,1.03,0,0
800,1.03,0,0
900,1.03,0,0
1000,1.03,0,0
1100,1.03,0,0
1200,1.03,0,0
1300,1.03,0,0
1400,1.03,0,0
1500,1.03,0,0
1600,1.03,0,0
1700,1.03,0,0
1800,1.03,0,0
1900,1.03,0,0
2000,1.03,0,0
2100,1.03,0,0
2200,1.03,0,0
2300,1.03,0,0
2400,1.03,0,0
2500,1.03,0,0
2600,1.03,0,0
2700,1.03,0,0
2800,1.03,0,0
2900,1.03,0,0
3000,1.03,0,0
500,1.04,0.998,0
600,1.04,0,0
700,1.04,0,0
800,1.04,0,0
900,1.04,0,0
1000,1.04,0,0
1100,1.04,0,0
1200,1.04,0,0
1300,1.04,0,0
1400,1.04,0,0
1500,1.04,0,0
1600,1.04,0,0
1700,1.04,0,0
1800,1.04,0,0
1900,1.04,0,0
2000,1.04,0,0
2100,1.04,0,0
2200,1.04,0,0
2300,1.04,0,0
2400,1.04,0,0
2500,1.04,0,0
2600,1.04,0,0
2700,1.04,0,0
2800,1.04,0,0
2900,1.04,0,0
3000,1.04,0,0
500,1.05,0.997,0
600,1.05,0,0
700,1.05,0,0
800,1.05,0,0
900,1.05,0,0
1000,1.05,0,0
1100,1.05,0,0
1200,1.05,0,0
1300,1.05,0,0
1400,1.05,0,0
1500,1.05,0,0
1600,1.05,0,0
1700,1.05,0,0
1800,1.05,0,0
1900,1.05,0,0
2000,1.05,0,0
2100,1.05,0,0
2200,1.05,0,0
2300,1.05,0,0
2400,1.05,0,0
2500,1.05,0,0
2600,1.05,0,0
2700,1.05,0,0
2800,1.05,0,0
2900,1.05,0,0
3000,1.05,0,0
500,1.06,0.988,0
600,1.06,0,0
700,1.06,0,0
800,1.06,0,0
900,1.06,0,0
1000,1.06,0,0
1100,1.06,0,0
1200,1.06,0,0
1300,1.06,0,0
1400,1.06,0,0
1500,1.06,0,0
1600,1.06,0,0
1700,1.06,0,0
1800,1.06,0,0
1900,1.06,0,0
2000,1.06,0,0
2100,1.06,0,0
2200,1.06,0,0
2300,1.06,0,0
2400,1.06,0,0
2500,1.06,0,0
2600,1.06,0,0
2700,1.06,0,0
2800,1.06,0,0
2900,1.06,0,0
3000,1.06,0,0
500,1.07,0.976,0
600,1.07,0,0
700,1.07,0,0
800,1.07,0,0
900,1.07,0,0
1000,1.07,0,0
1100,1.07,0,0
1200,1.07,0,0
1300,1.07,0,0
1400,1.07,0,0
1500,1.07,0,0
1600,1.07,0,0
1700,1.07,0,0
1800,1.07,0,0
1900,1.07,0,0
2000,1.07,0,0
2100,1.07,0,0
2200,1.07,0,0
2300,1.07,0,0
2400,1.07,0,0
2500,1.07,0,0
2600,1.07,0,0
2700,1.07,0,0
2800,1.07,0,0
2900,1.07,0,0
3000,1.07,0,0
500,1.08,0.949,0
600,1.08,0,0
700,1.08,0,0
800,1.08,0,0
900,1.08,0,0
1000,1.08,0,0
1100,1.08,0,0
1200,1.08,0,0
1300,1.08,0,0
1400,1.08,0,0
1500,1.08,0,0
1600,1.08,0,0
1700,1.08,0,0
1800,1.08,0,0
1900,1.08,0,0
2000,1.08,0,0
2100,1.08,0,0
2200,1.08,0,0
2300,1.08,0,0
2400,1.08,0,0
2500,1.08,0,0
2600,1.08,0,0
2700,1.08,0,0
2800,1.08,0,0
2900,1.08,0,0
3000,1.08,0,0
500,1.09,0.889,0
600,1.09,0,0
700,1.09,0,0
800,1.09,0,0
900,1.09,0,0
1000,1.09,0,0
1100,1.09,0,0
1200,1.09,0,0
1300,1.09,0,0
1400,1.09,0,0
1500,1.09,0,0
1600,1.09,0,0
1700,1.09,0,0
1800,1.09,0,0
1900,1.09,0,0
2000,1.09,0,0
2100,1.09,0,0
2200,1.09,0,0
2300,1.09,0,0
2400,1.09,0,0
2500,1.09,0,0
2600,1.09,0,0
2700,1.09,0,0
2800,1.09,0,0
2900,1.09,0,0
3000,1.09,0,0
500,1.1,0.787,0
600,1.1,0,0
700,1.1,0,0
800,1.1,0,0
900,1.1,0,0
1000,1.1,0,0
1100,1.1,0,0
1200,1.1,0,0
1300,1.1,0,0
1400,1.1,0,0
1500,1.1,0,0
1600,1.1,0,0
1700,1.1,0,0
1800,1.1,0,0
1900,1.1,0,0
2000,1.1,0,0
2100,1.1,0,0
2200,1.1,0,0
2300,1.1,0,0
2400,1.1,0,0
2500,1.1,0,0
2600,1.1,0,0
2700,1.1,0,0
2800,1.1,0,0
2900,1.1,0,0
3000,1.1,0,0
500,1.11,0.665,0
600,1.11,0,0
700,1.11,0,0
800,1.11,0,0
900,1.11,0,0
1000,1.11,0,0
1100,1.11,0,0
1200,1.11,0,0
1300,1.11,0,0
1400,1.11,0,0
1500,1.11,0,0
1600,1.11,0,0
1700,1.11,0,0
1800,1.11,0,0
1900,1.11,0,0
2000,1.11,0,0
2100,1.11,0,0
2200,1.11,0,0
2300,1.11,0,0
2400,1.11,0,0
2500,1.11,0,0
2600,1.11,0,0
2700,1.11,0,0
2800,1.11,0,0
2900,1.11,0,0
3000,1.11,0,0
500,1.12,0.509,0
600,1.12,0,0
700,1.12,0,0
800,1.12,0,0
900,1.12,0,0
1000,1.12,0,0
1100,1.12,0,0
1200,1.12,0,0
1300,1.12,0,0
1400,1.12,0,0
1500,1.12,0,0
1600,1.12,0,0
1700,1.12,0,0
1800,1.12,0,0
1900,1.12,0,0
2000,1.12,0,0
2100,1.12,0,0
2200,1.12,0,0
2300,1.12,0,0
2400,1.12,0,0
2500,1.12,0,0
2600,1.12,0,0
2700,1.12,0,0
2800,1.12,0,0
2900,1.12,0,0
3000,1.12,0,0
500,1.13,0.34,0
600,1.13,0,0
700,1.13,0,0
800,1.13,0,0
900,1.13,0,0
1000,1.13,0,0
1100,1.13,0,0
1200,1.13,0,0
1300,1.13,0,0
1400,1.13,0,0
1500,1.13,0,0
1600,1.13,0,0
1700,1.13,0,0
1800,1.13,0,0
1900,1.13,0,0
2000,1.13,0,0
2100,1.13,0,0
2200,1.13,0,0
2300,1.13,0,0
2400,1.13,0,0
2500,1.13,0,0
2600,1.13,0,0
2700,1.13,0,0
2800,1.13,0,0
2900,1.13,0,0
3000,1.13,0,0
500,1.14,0.224,0
600,1.14,0,0
700,1.14,0,0
800,1.14,0,0
900,1.14,0,0
1000,1.14,0,0
1100,1.14,0,0
1200,1.14,0,0
1300,1.14,0,0
1400,1.14,0,0
1500,1.14,0,0
1600,1.14,0,0
1700,1.14,0,0
1800,1.14,0,0
1900,1.14,0,0
2000,1.14,0,0
2100,1.14,0,0
2200,1.14,0,0
2300,1.14,0,0
2400,1.14,0,0
2500,1.14,0,0
2600,1.14,0,0
2700,1.14,0,0
2800,1.14,0,0
2900,1.14,0,0
3000,1.14,0,0
500,1.15,0.117,0
600,1.15,0,0
700,1.15,0,0
800,1.15,0,0
900,1.15,0,0
1000,1.15,0,0
1100,1.15,0,0
1200,1.15,0,0
1300,1.15,0,0
1400,1.15,0,0
1500,1.15,0,0
1600,1.15,0,0
1700,1.15,0,0
1800,1.15,0,0
1900,1.15,0,0
2000,1.15,0,0
2100,1.15,0,0
2200,1.15,0,0
2300,1.15,0,0
2400,1.15,0,0
2500,1.15,0,0
2600,1.15,0,0
2700,1.15,0,0
2800,1.15,0,0
2900,1.15,0,0
3000,1.15,0,0
500,1.16,0.04,0
600,1.16,0,0
700,1.16,0,0
800,1.16,0,0
900,1.16,0,0
1000,1.16,0,0
1100,1.16,0,0
1200,1.16,0,0
1300,1.16,0,0
1400,1.16,0,0
1500,1.16,0,0
1600,1.16,0,0
1700,1.16,0,0
1800,1.16,0,0
1900,1.16,0,0
2000,1.16,0,0
2100,1.16,0,0
2200,1.16,0,0
2300,1.16,0,0
2400,1.16,0,0
2500,1.16,0,0
2600,1.16,0,0
2700,1.16,0,0
2800,1.16,0,0
2900,1.16,0,0
3000,1.16,0,0
500,1.17,0.022,0
600,1.17,0,0
700,1.17,0,0
800,1.17,0,0
900,1.17,0,0
1000,1.17,0,0
1100,1.17,0,0
1200,1.17,0,0
1300,1.17,0,0
1400,1.17,0,0
1500,1.17,0,0
1600,1.17,0,0
1700,1.17,0,0
1800,1.17,0,0
1900,1.17,0,0
2000,1.17,0,0
2100,1.17,0,0
2200,1.17,0,0
2300,1.17,0,0
2400,1.17,0,0
2500,1.17,0,0
2600,1.17,0,0
2700,1.17,0,0
2800,1.17,0,0
2900,1.17,0,0
3000,1.17,0,0
500,1.18,0.007,0
600,1.18,0,0
700,1.18,0,0
800,1.18,0,0
900,1.18,0,0
1000,1.18,0,0
1100,1.18,0,0
1200,1.18,0,0
1300,1.18,0,0
1400,1.18,0,0
1500,1.18,0,0
1600,1.18,0,0
1700,1.18,0,0
1800,1.18,0,0
1900,1.18,0,0
2000,1.18,0,0
2100,1.18,0,0
2200,1.18,0,0
2300,1.18,0,0
2400,1.18,0,0
2500,1.18,0,0
2600,1.18,0,0
2700,1.18,0,0
2800,1.18,0,0
2900,1.18,0,0
3000,1.18,0,0
500,1.19,0.002,0
600,1.19,0,0
700,1.19,0,0
800,1.19,0,0
900,1.19,0,0
1000,1.19,0,0
1100,1.19,0,0
1200,1.19,0,0
1300,1.19,0,0
1400,1.19,0,0
1500,1.19,0,0
1600,1.19,0,0
1700,1.19,0,0
1800,1.19,0,0
1900,1.19,0,0
2000,1.19,0,0
2100,1.19,0,0
2200,1.19,0,0
2300,1.19,0,0
2400,1.19,0,0
2500,1.19,0,0
2600,1.19,0,0
2700,1.19,0,0
2800,1.19,0,0
2900,1.19,0,0
3000,1.19,0,0
500,1.2,0,0
600,1.2,0,0
700,1.2,0,0
800,1.2,0,0
900,1.2,0,0
1000,1.2,0,0
1100,1.2,0,0
1200,1.2,0,0
1300,1.2,0,0
1400,1.2,0,0
1500,1.2,0,0
1600,1.2,0,0
1700,1.2,0,0
1800,1.2,0,0
1900,1.2,0,0
2000,1.2,0,0
2100,1.2,0,0
2200,1.2,0,0
2300,1.2,0,0
2400,1.2,0,0
2500,1.2,0,0
2600,1.2,0,0
2700,1.2,0,0
2800,1.2,0,0
2900,1.2,0,0
3000,1.2,0,0
